"Id","Date","Survey_Start","Survey_End","Surveyed_Persons","Parliament_ID","Institute_ID","Tasker_ID","Method_ID","NoParties"
2303,2022-01-12,2022-01-06,2022-01-09,"929","0","17","13","4",7
2302,2022-01-11,2022-01-03,2022-01-10,"3003","0","2","63","1",7
2301,2022-01-10,2022-01-07,2022-01-10,"2107","0","5","4","3",7
2299,2022-01-08,2022-01-03,2022-01-07,"1504","0","5","3","4",7
2298,2022-01-06,2022-01-03,2022-01-05,"1325","0","1","10","4",7
2297,2022-01-05,2021-12-29,2022-01-03,"1005","2","4","12","1",9
2296,2022-01-04,2021-12-29,2022-01-03,"1003","0","4","7","1",7
2295,2022-01-03,2021-12-30,2022-01-03,"2060","0","5","4","3",7
2294,2022-01-01,2021-12-27,2021-12-30,"1201","0","5","3","4",7
2300,2021-12-30,2021-12-23,2021-12-30,"1002","1","24","97","3",7
2292,2021-12-27,2021-12-14,2021-12-16,"1436","0","3","64","1",7
2291,2021-12-26,2021-12-20,2021-12-23,"1195","0","5","3","4",7
2293,2021-12-24,2021-12-15,2021-12-24,"1004","12","24","97","3",8
2290,2021-12-22,2021-12-12,2021-12-20,"1210","10","24","97","3",7
2288,2021-12-22,2021-12-01,2021-12-15,"1069","0","9","6","2",7
2287,2021-12-21,2021-12-14,2021-12-20,"2501","0","2","63","1",7
2286,2021-12-20,2021-12-17,2021-12-20,"2075","0","5","4","3",7
2285,2021-12-20,2021-12-09,2021-12-17,"1008","4","2","27","1",8
2284,2021-12-19,2021-12-13,2021-12-18,"1501","0","5","3","4",7
2289,2021-12-19,2021-12-18,2021-12-19,"1120","0","24","97","3",7
2283,2021-12-18,2021-12-08,2021-12-14,"1440","0","3","64","1",7
2282,2021-12-17,2021-12-10,2021-12-14,"1715","0","13","43","3",8
2281,2021-12-15,2021-12-08,2021-12-14,"1430","2","24","97","3",8
2279,2021-12-15,2021-11-26,2021-12-07,"2009","10","2","100","1",7
2278,2021-12-14,2021-12-06,2021-12-13,"1000","3","5","4","3",7
2277,2021-12-14,2021-12-07,2021-12-13,"2509","0","2","63","1",7
2276,2021-12-14,2021-12-10,2021-12-13,"2221","0","5","4","3",7
2280,2021-12-13,2021-12-02,2021-12-13,"1030","15","24","97","3",8
2275,2021-12-11,2021-12-06,2021-12-10,"1480","0","5","4","4",7
2274,2021-12-11,2021-12-01,2021-12-07,"1439","0","3","64","1",8
2273,2021-12-10,2021-12-07,2021-12-09,"1303","0","6","5","1",7
2272,2021-12-09,2021-12-07,2021-12-08,"1266","0","1","1","4",7
2269,2021-12-08,2021-12-01,2021-12-08,"10043","0","16","14","3",7
2268,2021-12-07,2021-11-30,2021-12-06,"2503","0","2","63","1",7
2271,2021-12-06,2021-12-01,2021-12-06,"1002","0","24","97","3",7
2267,2021-12-06,2021-12-03,2021-12-06,"2119","0","5","4","3",7
2266,2021-12-04,2021-11-24,2021-11-30,"1425","0","3","64","1",7
2265,2021-12-04,2021-11-29,2021-12-03,"1348","0","5","3","4",7
2270,2021-12-04,2021-11-26,2021-12-02,"1000","7","24","97","3",8
2263,2021-12-03,2021-11-24,2021-11-30,"1000","16","5","80","4",7
2261,2021-12-02,2021-11-29,2021-12-01,"1316","0","1","10","4",7
2262,2021-12-01,2021-11-24,2021-12-01,"10078","0","16","14","3",7
2260,2021-11-30,2021-11-23,2021-11-29,"2509","0","2","63","1",7
2259,2021-11-29,2021-11-26,2021-11-29,"2129","0","5","4","3",7
2258,2021-11-28,2021-11-22,2021-11-26,"1403","0","5","3","4",7
2264,2021-11-28,2021-11-24,2021-11-28,"1400","10","24","97","4",7
2257,2021-11-27,2021-11-17,2021-11-23,"1424","0","3","64","1",7
2256,2021-11-26,2021-11-19,2021-11-23,"1797","0","13","43","3",8
2255,2021-11-26,2021-11-23,2021-11-25,"1344","0","6","5","1",7
2254,2021-11-25,2021-11-23,2021-11-24,"1239","0","1","1","4",7
2251,2021-11-25,2021-11-19,2021-11-23,"1172","11","1","46","4",7
2253,2021-11-24,2021-11-17,2021-11-24,"10064","0","16","14","3",7
2252,2021-11-24,2021-11-22,2021-11-24,"1002","0","24","97","3",7
2250,2021-11-24,2021-11-15,2021-11-22,"1001","15","5","4","3",9
2249,2021-11-24,2021-11-16,2021-11-20,"1165","12","1","40","4",7
2248,2021-11-23,2021-11-16,2021-11-22,"2501","0","2","63","1",7
2247,2021-11-22,2021-11-19,2021-11-22,"2096","0","5","4","3",7
2246,2021-11-21,2021-11-15,2021-11-19,"1501","0","5","3","4",7
2245,2021-11-20,2021-11-10,2021-11-16,"1433","0","3","64","1",7
2244,2021-11-19,2021-11-11,2021-11-16,"1160","9","1","39","4",7
2243,2021-11-18,2021-10-29,2021-11-11,"1016","0","9","6","2",7
2242,2021-11-17,2021-11-10,2021-11-17,"10077","0","16","14","3",7
2241,2021-11-16,2021-11-09,2021-11-15,"2510","0","2","63","1",7
2240,2021-11-15,2021-11-12,2021-11-15,"2091","0","5","4","3",7
2239,2021-11-14,2021-11-08,2021-11-12,"1202","0","5","3","4",7
2237,2021-11-13,2021-11-03,2021-11-09,"1423","0","3","64","1",7
2236,2021-11-12,2021-11-09,2021-11-11,"1257","0","6","5","1",7
2238,2021-11-10,2021-11-01,2021-11-09,"1100","11","24","97","3",8
2235,2021-11-09,2021-11-02,2021-11-08,"2502","0","2","63","1",7
2233,2021-11-09,2021-11-05,2021-11-08,"2112","0","5","4","3",7
2234,2021-11-07,2021-10-31,2021-11-05,"1200","0","24","97","3",7
2231,2021-11-06,2021-10-27,2021-11-02,"1417","0","3","64","1",8
2230,2021-11-06,2021-11-01,2021-11-05,"1212","0","5","3","4",7
2232,2021-11-05,2021-11-01,2021-11-04,"1005","0","4","7","1",7
2229,2021-11-04,2021-11-02,2021-11-03,"1329","0","1","10","4",7
2228,2021-11-03,2021-10-27,2021-11-03,"10069","0","16","14","3",7
2225,2021-11-02,2021-10-29,2021-11-01,"2140","0","5","4","3",7
2224,2021-11-02,2021-10-26,2021-11-01,"2501","0","2","63","1",7
2223,2021-10-31,2021-10-25,2021-10-29,"1503","0","5","3","4",7
2227,2021-10-31,2021-10-26,2021-10-31,"1009","10","24","97","3",7
2222,2021-10-30,2021-10-19,2021-10-26,"1422","0","3","64","1",7
2221,2021-10-29,2021-10-26,2021-10-28,"1208","0","6","5","1",7
2220,2021-10-28,2021-10-26,2021-10-27,"1239","0","1","1","4",7
2219,2021-10-27,2021-10-20,2021-10-27,"10050","0","16","14","3",7
2218,2021-10-26,2021-10-19,2021-10-25,"2510","0","2","63","1",7
2226,2021-10-26,2021-10-14,2021-10-24,"945","15","24","97","3",8
2217,2021-10-25,2021-10-22,2021-10-25,"2105","0","5","4","3",7
2215,2021-10-24,2021-10-18,2021-10-22,"1205","0","5","3","4",7
2214,2021-10-24,2021-10-18,2021-10-21,"1172","10","1","28","4",7
2216,2021-10-23,2021-10-13,2021-10-19,"1424","0","3","64","1",7
2213,2021-10-22,2021-10-11,2021-10-19,"1253","7","5","4","4",8
2210,2021-10-21,2021-10-12,2021-10-18,"1000","9","5","4","3",7
2212,2021-10-20,2021-10-13,2021-10-20,"10028","0","16","14","3",7
2211,2021-10-20,2021-09-06,2021-10-01,"1100","9","9","98","0",7
2209,2021-10-20,2021-10-01,2021-10-14,"1045","0","9","6","2",7
2208,2021-10-19,2021-10-12,2021-10-18,"2502","0","2","63","1",7
2204,2021-10-18,2021-10-15,2021-10-18,"2140","0","5","4","3",7
2207,2021-10-16,2021-10-07,2021-10-14,"980","4","24","97","3",8
2203,2021-10-16,2021-10-11,2021-10-15,"1195","0","5","3","4",7
2202,2021-10-15,2021-10-12,2021-10-14,"1329","0","6","5","1",7
2201,2021-10-14,2021-10-06,2021-10-12,"1410","0","3","64","1",7
2200,2021-10-14,2021-10-07,2021-10-12,"1162","1","1","25","4",8
2205,2021-10-13,2021-10-06,2021-10-13,"10013","0","16","14","3",7
2206,2021-10-13,2021-10-05,2021-10-12,"1002","13","24","97","3",7
2199,2021-10-12,2021-10-04,2021-10-11,"1000","2","5","4","3",8
2198,2021-10-12,2021-10-04,2021-10-11,"1000","1","5","4","3",7
2197,2021-10-12,2021-10-04,2021-10-11,"1000","10","5","4","3",7
2196,2021-10-12,2021-10-05,2021-10-11,"2503","0","2","63","1",7
2195,2021-10-11,2021-10-08,2021-10-11,"2101","0","5","4","3",7
2193,2021-10-10,2021-10-04,2021-10-08,"1509","0","5","3","4",7
2194,2021-10-09,2021-09-28,2021-10-05,"1985","0","3","64","1",8
2192,2021-10-06,2021-09-29,2021-10-06,"10009","0","16","14","3",7
2191,2021-10-05,2021-09-27,2021-10-04,"3004","0","2","63","1",7
2190,2021-10-05,2021-10-01,2021-10-04,"2000","0","5","4","3",7
2189,2021-10-04,2021-09-29,2021-10-04,"1074","16","5","80","4",7
2188,2021-10-03,2021-09-27,2021-10-01,"1254","0","5","3","4",7
2187,2021-10-01,2021-09-28,2021-09-30,"1249","0","6","5","1",7
2184,2021-09-24,2021-09-22,2021-09-24,"1000","3","5","18","4",9
2183,2021-09-24,2021-09-20,2021-09-24,"1058","8","5","18","4",7
2182,2021-09-24,2021-09-18,2021-09-23,"1004","8","24","97","3",7
2181,2021-09-24,2021-09-22,2021-09-23,"1040","3","24","97","3",7
2180,2021-09-24,2021-09-22,2021-09-24,"1400","0","24","97","3",7
2179,2021-09-24,2021-09-16,2021-09-23,"1554","0","9","6","2",7
2178,2021-09-24,2021-09-20,2021-09-23,"2002","0","2","63","1",8
2177,2021-09-24,2021-09-22,2021-09-23,"2000","0","17","13","4",7
2186,2021-09-24,2021-09-16,2021-09-23,"2005","3","16","17","3",7
2176,2021-09-23,2021-09-16,2021-09-23,"10012","0","16","14","3",7
2175,2021-09-23,2021-09-22,2021-09-23,"1273","0","6","5","1",8
2174,2021-09-23,2021-09-20,2021-09-22,"1103","3","6","5","1",7
2173,2021-09-23,2021-09-20,2021-09-22,"1015","8","6","5","1",7
2172,2021-09-23,2021-09-15,2021-09-21,"1433","0","3","64","1",7
2171,2021-09-23,2021-09-16,2021-09-22,"2364","0","13","43","3",8
2185,2021-09-23,2021-09-16,2021-09-23,"1001","8","16","17","3",7
2170,2021-09-21,2021-09-20,2021-09-21,"1801","0","24","97","3",7
2169,2021-09-21,2021-09-13,2021-09-16,"1097","0","7","41","3",7
2168,2021-09-21,2021-09-14,2021-09-20,"2502","0","2","63","1",8
2167,2021-09-20,2021-09-17,2021-09-20,"2054","0","5","4","3",7
2166,2021-09-18,2021-09-13,2021-09-17,"1502","0","5","3","4",8
2165,2021-09-17,2021-09-15,2021-09-16,"2000","0","17","13","4",7
2163,2021-09-17,2021-09-13,2021-09-15,"1510","3","1","11","4",8
2164,2021-09-17,2021-09-13,2021-09-15,"1533","8","1","11","4",7
2162,2021-09-17,2021-09-14,2021-09-16,"1406","0","6","5","1",7
2161,2021-09-17,2021-09-10,2021-09-16,"1064","8","5","57","4",7
2160,2021-09-17,2021-09-13,2021-09-16,"1028","8","6","5","1",7
2159,2021-09-17,2021-09-13,2021-09-16,"1000","3","6","5","1",7
2158,2021-09-16,2021-09-13,2021-09-15,"1400","0","24","97","3",7
2157,2021-09-16,2021-09-13,2021-09-15,"1512","0","1","11","4",8
2156,2021-09-16,2021-09-08,2021-09-14,"1543","0","3","64","1",7
2155,2021-09-16,2021-09-09,2021-09-14,"1816","0","13","43","3",8
2153,2021-09-15,2021-09-08,2021-09-15,"10029","0","16","14","3",7
2154,2021-09-14,2021-09-09,2021-09-14,"1553","3","24","97","4",7
2152,2021-09-14,2021-09-08,2021-09-13,"1003","0","4","7","1",7
2151,2021-09-14,2021-09-07,2021-09-13,"2501","0","2","63","1",8
2148,2021-09-13,2021-09-10,2021-09-13,"2063","0","5","4","3",7
2147,2021-09-12,2021-09-06,2021-09-10,"1152","0","5","3","4",7
2150,2021-09-10,2021-09-04,2021-09-09,"994","8","24","97","3",7
2149,2021-09-10,2021-09-03,2021-09-10,"2043","3","16","17","3",7
2146,2021-09-10,2021-09-07,2021-09-09,"1281","0","6","5","1",8
2145,2021-09-10,2021-09-03,2021-09-07,"1700","0","13","43","3",7
2144,2021-09-09,2021-09-01,2021-09-07,"1901","0","3","64","1",7
2143,2021-09-09,2021-09-02,2021-09-07,"1160","11","1","46","4",8
2142,2021-09-09,2021-09-02,2021-09-07,"1180","8","1","95","4",7
2141,2021-09-08,2021-08-31,2021-09-08,"10082","0","16","14","3",7
2140,2021-09-08,2021-09-06,2021-09-08,"1208","0","24","97","3",7
2139,2021-09-08,2021-09-01,2021-09-07,"1258","0","9","6","2",7
2138,2021-09-08,2021-08-30,2021-09-02,"1065","0","7","41","3",7
2137,2021-09-07,2021-09-01,2021-09-06,"1004","0","4","7","1",7
2136,2021-09-07,2021-08-31,2021-09-06,"2505","0","2","63","1",7
2135,2021-09-06,2021-09-03,2021-09-06,"2052","0","5","4","3",8
2134,2021-09-05,2021-08-30,2021-09-03,"1427","0","5","3","4",7
2133,2021-09-03,2021-08-27,2021-08-31,"1729","0","13","43","3",7
2132,2021-09-03,2021-08-31,2021-09-02,"1301","0","6","5","1",7
2131,2021-09-02,2021-08-30,2021-09-01,"1337","0","1","10","4",7
2130,2021-09-02,2021-08-25,2021-08-31,"1439","0","3","64","1",7
2129,2021-09-01,2021-08-25,2021-09-01,"10032","0","16","14","3",7
2128,2021-09-01,2021-08-25,2021-08-30,"1157","4","1","70","4",8
2127,2021-08-31,2021-08-30,2021-08-31,"2340","0","24","97","3",7
2126,2021-08-31,2021-08-28,2021-08-29,"2001","0","17","13","4",7
2125,2021-08-31,2021-08-24,2021-08-30,"2508","0","2","63","1",7
2124,2021-08-30,2021-08-27,2021-08-30,"2015","0","5","4","3",7
2123,2021-08-28,2021-08-18,2021-08-26,"1038","0","9","6","2",7
2122,2021-08-28,2021-08-23,2021-08-27,"1247","0","5","3","4",7
2120,2021-08-27,2021-08-20,2021-08-24,"1689","0","13","43","3",7
2119,2021-08-27,2021-08-24,2021-08-26,"1300","0","6","5","1",8
2121,2021-08-26,2021-08-16,2021-08-26,"1002","9","24","97","3",7
2118,2021-08-26,2021-08-18,2021-08-24,"1919","0","3","64","1",7
2117,2021-08-26,2021-08-19,2021-08-24,"1153","8","1","95","4",7
2116,2021-08-25,2021-08-23,2021-08-24,"1050","3","24","97","3",7
2115,2021-08-25,2021-08-12,2021-08-18,"1096","0","7","41","3",7
2114,2021-08-25,2021-08-18,2021-08-21,"1160","3","1","16","4",7
2113,2021-08-25,2021-08-18,2021-08-25,"10054","0","16","14","3",7
2112,2021-08-25,2021-08-16,2021-08-23,"1000","3","5","91","3",8
2111,2021-08-24,2021-08-17,2021-08-23,"2504","0","2","63","1",7
2110,2021-08-23,2021-08-20,2021-08-23,"2119","0","5","4","3",7
2109,2021-08-22,2021-08-16,2021-08-20,"1352","0","5","3","4",7
2107,2021-08-20,2021-08-13,2021-08-18,"1179","13","1","30","4",8
2106,2021-08-19,2021-08-17,2021-08-18,"1219","0","1","1","4",7
2105,2021-08-19,2021-08-05,2021-08-17,"1018","0","9","6","2",7
2104,2021-08-19,2021-08-11,2021-08-17,"1920","0","3","64","1",7
2103,2021-08-18,2021-08-11,2021-08-18,"10117","0","16","14","3",7
2102,2021-08-18,2021-08-14,2021-08-17,"2005","0","24","97","4",7
2101,2021-08-18,2021-08-10,2021-08-16,"2501","0","2","63","1",7
2100,2021-08-16,2021-08-02,2021-08-09,"1001","13","5","54","4",7
2099,2021-08-16,2021-08-13,2021-08-16,"2080","0","5","4","3",7
2098,2021-08-15,2021-08-06,2021-08-12,"1000","8","5","57","4",7
2097,2021-08-14,2021-08-09,2021-08-13,"1450","0","5","3","4",7
2096,2021-08-13,2021-08-05,2021-08-10,"2007","3","2","99","1",7
2095,2021-08-13,2021-08-10,2021-08-12,"1252","0","6","5","1",7
2094,2021-08-11,2021-08-04,2021-08-11,"10116","0","16","14","3",7
2093,2021-08-11,2021-08-04,2021-08-10,"1446","0","3","64","1",7
2092,2021-08-11,2021-08-03,2021-08-09,"2509","0","2","63","1",7
2091,2021-08-10,2021-08-06,2021-08-09,"2118","0","5","4","3",8
2090,2021-08-08,2021-08-02,2021-08-06,"2002","0","5","3","4",7
2108,2021-08-08,2021-07-31,2021-08-07,"2017","3","16","17","3",7
2089,2021-08-05,2021-08-02,2021-08-04,"1312","0","1","10","4",7
2088,2021-08-04,2021-07-28,2021-08-04,"10217","0","16","14","3",7
2087,2021-08-04,2021-07-28,2021-08-03,"1413","0","3","64","1",7
2086,2021-08-03,2021-07-27,2021-08-02,"2502","0","2","63","1",7
2085,2021-08-03,2021-07-21,2021-07-31,"2002","0","17","13","4",7
2084,2021-08-02,2021-07-30,2021-08-02,"2080","0","5","4","3",7
2083,2021-08-01,2021-07-26,2021-07-30,"1196","0","5","3","4",7
2082,2021-07-31,2021-07-24,2021-07-31,"2420","3","24","97","4",7
2081,2021-07-30,2021-07-20,2021-07-27,"1441","0","3","64","1",7
2080,2021-07-30,2021-07-27,2021-07-29,"1268","0","6","5","1",8
2079,2021-07-30,2021-07-23,2021-07-26,"1748","0","13","43","3",7
2078,2021-07-28,2021-07-03,2021-07-22,"1243","0","9","6","2",7
2077,2021-07-28,2021-07-21,2021-07-28,"10111","0","16","14","3",7
2076,2021-07-28,2021-07-21,2021-07-27,"1003","0","4","7","1",7
2075,2021-07-28,2021-07-21,2021-07-27,"1003","2","4","12","1",9
2074,2021-07-28,2021-07-20,2021-07-26,"2501","0","2","63","1",7
2073,2021-07-27,2021-07-23,2021-07-26,"2007","0","5","4","3",7
2072,2021-07-27,2021-07-20,2021-07-23,"1162","16","1","30","4",7
2071,2021-07-25,2021-07-16,2021-07-22,"1098","8","5","57","4",7
2070,2021-07-25,2021-07-19,2021-07-23,"1316","0","5","3","4",7
2068,2021-07-23,2021-07-14,2021-07-20,"1421","0","3","64","1",7
2069,2021-07-22,2021-07-14,2021-07-21,"2000","8","24","97","3",7
2065,2021-07-22,2021-07-20,2021-07-21,"1188","0","1","1","4",7
2067,2021-07-21,2021-07-05,2021-07-19,"1048","12","5","4","4",7
2066,2021-07-21,2021-07-12,2021-07-19,"1000","2","5","4","3",8
2064,2021-07-21,2021-07-14,2021-07-21,"10057","0","16","14","3",7
2062,2021-07-21,2021-07-13,2021-07-19,"2503","0","2","63","1",7
2063,2021-07-20,2021-07-03,2021-07-14,"1028","0","9","6","2",7
2061,2021-07-19,2021-07-16,2021-07-19,"2064","0","5","4","3",7
2059,2021-07-18,2021-07-12,2021-07-16,"1354","0","5","3","4",7
2060,2021-07-16,2021-07-09,2021-07-15,"1006","16","5","80","4",7
2058,2021-07-16,2021-07-07,2021-07-13,"1495","0","3","64","1",7
2057,2021-07-16,2021-07-13,2021-07-15,"1224","0","6","5","1",7
2056,2021-07-15,2021-07-09,2021-07-13,"1153","11","1","46","4",8
2055,2021-07-15,2021-07-08,2021-07-13,"1159","8","1","95","4",7
2054,2021-07-14,2021-07-07,2021-07-14,"10110","0","16","14","3",7
2053,2021-07-14,2021-07-06,2021-07-12,"2502","0","2","63","1",7
2052,2021-07-12,2021-07-09,2021-07-12,"2087","0","5","4","3",7
2051,2021-07-10,2021-07-05,2021-07-09,"1352","0","5","3","4",7
2050,2021-07-10,2021-06-29,2021-07-06,"1405","0","3","64","1",7
2049,2021-07-07,2021-06-29,2021-07-06,"2950","3","24","97","3",8
2048,2021-07-07,2021-06-30,2021-07-07,"10069","0","16","14","3",7
2047,2021-07-07,2021-06-29,2021-07-05,"2505","0","2","63","1",7
2045,2021-07-04,2021-06-28,2021-07-02,"1352","0","5","3","4",7
2044,2021-07-02,2021-06-23,2021-06-29,"1418","0","3","64","1",7
2043,2021-07-02,2021-06-25,2021-06-28,"1648","0","13","43","3",7
2046,2021-07-01,2021-06-21,2021-06-30,"1002","8","5","4","4",8
2042,2021-07-01,2021-06-28,2021-06-30,"1317","0","1","10","4",7
2041,2021-06-30,2021-06-23,2021-06-30,"10068","0","16","14","3",7
2039,2021-06-30,2021-06-22,2021-06-28,"2501","0","2","63","1",7
2038,2021-06-29,2021-06-21,2021-06-27,"2002","0","17","13","4",7
2037,2021-06-28,2021-06-25,2021-06-28,"2060","0","5","4","3",7
2036,2021-06-27,2021-06-21,2021-06-25,"1203","0","5","3","4",7
2035,2021-06-25,2021-06-15,2021-06-22,"1430","0","3","64","1",7
2034,2021-06-25,2021-06-22,2021-06-24,"1271","0","6","5","1",7
2033,2021-06-24,2021-06-22,2021-06-23,"1217","0","1","1","4",8
2032,2021-06-24,2021-06-16,2021-06-22,"1000","3","5","4","3",8
2031,2021-06-23,2021-06-15,2021-06-21,"2502","0","2","63","1",7
2040,2021-06-23,2021-06-16,2021-06-23,"10087","0","16","14","3",7
2030,2021-06-22,2021-06-18,2021-06-21,"2082","0","5","4","3",7
2029,2021-06-21,2021-06-16,2021-06-21,"1002","0","4","7","1",7
2028,2021-06-20,2021-06-14,2021-06-18,"1502","0","5","3","4",7
2026,2021-06-18,2021-06-09,2021-06-15,"1413","0","3","64","1",7
2025,2021-06-17,2021-06-07,2021-06-14,"1006","16","5","80","4",7
2027,2021-06-16,2021-06-09,2021-06-16,"10094","0","16","14","3",7
2024,2021-06-16,2021-05-28,2021-06-09,"1070","0","9","6","2",7
2023,2021-06-16,2021-06-09,2021-06-14,"1198","3","1","16","4",7
2022,2021-06-16,2021-06-08,2021-06-14,"2501","0","2","63","1",7
2021,2021-06-14,2021-06-11,2021-06-14,"2038","0","5","4","3",7
2020,2021-06-12,2021-06-07,2021-06-11,"1401","0","5","3","4",7
2019,2021-06-11,2021-06-02,2021-06-08,"1421","0","3","64","1",7
2018,2021-06-10,2021-06-07,2021-06-09,"1316","0","1","10","4",7
2017,2021-06-10,2021-06-07,2021-06-09,"1232","0","6","5","1",8
2016,2021-06-09,2021-06-02,2021-06-09,"10096","0","16","14","3",7
2015,2021-06-09,2021-06-01,2021-06-07,"2501","0","2","63","1",7
2014,2021-06-07,2021-06-04,2021-06-07,"2015","0","5","4","3",7
2013,2021-06-06,2021-05-31,2021-06-04,"1380","0","5","3","4",7
2012,2021-06-05,2021-05-26,2021-06-01,"1419","0","3","64","1",7
2011,2021-06-04,2021-06-01,2021-06-04,"1132","14","5","4","4",8
2010,2021-06-03,2021-06-02,2021-06-03,"1184","14","6","5","1",8
2009,2021-06-03,2021-05-27,2021-06-03,"1812","14","16","14","3",7
2008,2021-06-02,2021-05-26,2021-06-02,"10015","0","16","14","3",7
2007,2021-06-02,2021-05-25,2021-05-31,"2500","0","2","63","1",7
2006,2021-06-01,2021-05-28,2021-05-31,"2040","0","5","4","3",7
2005,2021-05-29,2021-05-25,2021-05-28,"1301","0","5","3","4",7
2004,2021-05-28,2021-05-21,2021-05-26,"1220","15","1","39","4",8
2003,2021-05-28,2021-05-18,2021-05-25,"2014","0","17","13","4",7
2002,2021-05-28,2021-05-19,2021-05-25,"1422","0","3","64","1",7
2001,2021-05-28,2021-05-25,2021-05-27,"1008","14","6","5","1",8
2000,2021-05-27,2021-05-25,2021-05-26,"1249","14","1","11","4",8
1999,2021-05-27,2021-05-21,2021-05-24,"1705","0","13","43","3",7
1998,2021-05-26,2021-05-19,2021-05-25,"10016","0","16","14","3",7
1997,2021-05-26,2021-05-17,2021-05-23,"1000","14","5","4","4",7
1996,2021-05-26,2021-05-18,2021-05-21,"2004","0","2","63","1",7
1995,2021-05-26,2021-05-21,2021-05-25,"2128","0","5","4","3",7
1994,2021-05-25,2021-05-18,2021-05-25,"1000","13","5","4","4",7
1993,2021-05-23,2021-05-17,2021-05-21,"1405","0","5","3","4",7
1992,2021-05-21,2021-05-11,2021-05-18,"1445","0","3","64","1",7
1991,2021-05-21,2021-05-18,2021-05-20,"1229","0","6","5","1",8
1990,2021-05-20,2021-05-12,2021-05-18,"1245","8","1","95","4",7
1989,2021-05-19,2021-05-12,2021-05-19,"10050","0","16","14","3",7
1988,2021-05-19,2021-05-01,2021-05-13,"1027","0","9","6","2",7
1987,2021-05-19,2021-05-10,2021-05-17,"1000","15","5","4","4",9
1986,2021-05-19,2021-05-10,2021-05-17,"1016","2","2","63","1",8
1985,2021-05-19,2021-05-10,2021-05-17,"1058","10","2","63","1",7
1984,2021-05-19,2021-05-11,2021-05-17,"2001","0","2","63","1",7
1983,2021-05-18,2021-05-11,2021-05-17,"1000","3","5","4","3",8
1982,2021-05-18,2021-05-12,2021-05-15,"1183","4","1","70","0",8
1981,2021-05-18,2021-05-14,2021-05-17,"2023","0","5","4","3",7
1980,2021-05-17,2021-05-11,2021-05-17,"1005","0","4","7","1",7
1978,2021-05-16,2021-05-10,2021-05-14,"1350","0","5","3","4",7
1977,2021-05-15,2021-05-06,2021-05-11,"1428","0","3","64","1",7
1976,2021-05-12,2021-05-10,2021-05-11,"1198","0","1","1","4",7
1974,2021-05-12,2021-05-04,2021-05-10,"2501","0","2","63","1",7
1979,2021-05-12,2021-05-05,2021-05-12,"10003","0","16","14","3",7
1975,2021-05-11,2021-05-01,2021-05-09,"2134","3","24","97","3",8
1973,2021-05-11,2021-05-03,2021-05-10,"1052","12","5","4","3",7
1972,2021-05-11,2021-05-03,2021-05-10,"1000","9","5","4","3",7
1971,2021-05-11,2021-05-03,2021-05-10,"2014","10","5","4","3",7
1970,2021-05-10,2021-05-07,2021-05-10,"2055","0","5","4","3",7
1969,2021-05-08,2021-04-29,2021-05-05,"1910","0","3","3","1",7
1968,2021-05-07,2021-05-04,2021-05-06,"1271","0","6","5","1",7
1967,2021-05-06,2021-05-03,2021-05-05,"1351","0","1","10","4",8
1966,2021-05-05,2021-04-28,2021-05-05,"10028","0","16","14","3",7
1965,2021-05-05,2021-04-27,2021-05-03,"2506","0","2","63","1",7
1964,2021-05-03,2021-04-30,2021-05-03,"2075","0","5","4","3",7
1963,2021-05-02,2021-04-22,2021-04-28,"1442","0","3","3","1",7
1962,2021-04-30,2021-04-23,2021-04-26,"1643","0","13","43","3",7
1961,2021-04-29,2021-04-20,2021-04-27,"1042","14","5","4","4",7
1960,2021-04-28,2021-04-20,2021-04-24,"1162","3","1","16","4",7
1959,2021-04-28,2021-04-22,2021-04-27,"1400","2","5","4","3",8
1958,2021-04-28,2021-04-20,2021-04-26,"2507","0","2","63","1",7
1957,2021-04-27,2021-04-23,2021-04-26,"2082","0","5","4","3",7
1956,2021-04-26,2021-04-19,2021-04-26,"10039","0","16","14","3",7
1955,2021-04-25,2021-04-15,2021-04-21,"1225","0","3","3","1",7
1954,2021-04-23,2021-04-12,2021-04-20,"1024","3","5","4","3",7
1953,2021-04-23,2021-04-23,2021-04-23,"1000","0","5","4","3",7
1952,2021-04-23,2021-04-16,2021-04-21,"1202","14","1","30","4",7
1951,2021-04-21,2021-04-14,2021-04-21,"10064","0","16","14","3",7
1950,2021-04-21,2021-04-06,2021-04-15,"1051","0","9","6","2",7
1949,2021-04-21,2021-04-20,2021-04-20,"1000","0","5","4","3",7
1948,2021-04-20,2021-04-20,2021-04-20,"1502","0","2","63","1",7
1947,2021-04-20,2021-04-16,2021-04-19,"3057","0","5","4","3",7
1946,2021-04-18,2021-04-08,2021-04-14,"1437","0","3","3","1",7
1945,2021-04-16,2021-04-15,2021-04-15,"1007","0","5","4","3",7
1944,2021-04-16,2021-04-13,2021-04-15,"1292","0","6","5","1",7
1943,2021-04-15,2021-04-13,2021-04-14,"1174","0","1","1","4",7
1942,2021-04-14,2021-04-07,2021-04-14,"10054","0","16","14","3",7
1941,2021-04-14,2021-04-06,2021-04-12,"2500","0","2","63","1",7
1940,2021-04-12,2021-04-09,2021-04-12,"3174","0","5","4","3",7
1939,2021-04-11,2021-04-06,2021-04-08,"1197","10","1","28","4",7
1938,2021-04-11,2021-03-31,2021-04-07,"1448","0","3","3","1",7
